NAME,OWNER,ADDRESS,SUBURB,STATE,LATITUDE,LONGITUDE
Coles Express Esperance,Shell,25 Andrew Street,Esperance,Western Australia,-33.8610659999999,121.890575
Causeway ,Shell,88 Causeway Road,Busselton,Western Australia,-33.660947,115.355726
Shell Dunsborough,Shell,Caves Road and Cape Naturaliste Road,Dunsborough,Western Australia,-33.61686,115.1028
Centrepoint Shell,Shell,57-59 Johnston Street,Collie,Western Australia,-33.35734,116.15194
Shell Bunbury Central,Shell,Strickland Street and Blair Street Boulevard,Bunbury,Western Australia,-33.335951,115.646738
Shell Gateway,Shell,12 Claughton Way,Glen Iris,Western Australia,-33.334809,115.685129
Naughtons Petroleum On The Hwy,Shell,68 Bathurst Road,Orange,New South Wales,-33.290736,149.109436
Coles Express Orange,Shell,53 Sale Street,Orange,New South Wales,-33.2826689999999,149.095995
Parkes Cvro,Shell,42-46 Peak Hill Road,Parkes,New South Wales,-33.1220529999999,148.174244
Condobolin Auto Port,Shell,114 Bathurst Street,Condobolin,New South Wales,-33.0887299999999,147.146885
Coles Express Whyalla,Shell,41 Playford Avenue,Whyalla,South Australia,-33.029507,137.567649
Shell River Rooster,Shell,44 Egerton Street,Narrogin,Western Australia,-32.9331119999999,117.176686
Mainline Motors,Shell,91 South Western Highway,Waroona,Western Australia,-32.8455529999999,115.922139
Streaky Bay Tourist Centre,Shell,11-13 Alfred Terrace,Streaky Bay,South Australia,-32.7955739999999,134.213834
Coles Express Mudgee,Shell,83-85 Mortimer Street,Mudgee,New South Wales,-32.593477,149.588476
Coles Express Singleton,Shell,2514 Mandurah Road,Singleton,Western Australia,-32.4471349999999,115.762934
Coles Express Golden Bay,Shell,2267 Mandurah Road,Karnup,Western Australia,-32.4273519999999,115.774671
Gulgong Automotive,Shell,22A-22C Station Street,Gulgong,New South Wales,-32.357137,149.53506
Coles Express Waikiki,Shell,Read Street and Gnangara Drive,Waikiki,Western Australia,-32.3149979999999,115.753332
Coles Express Casuarina,Shell,1 Johnson Road,Bertram,Western Australia,-32.232211,115.848153
Coles Express Gilgandra,Shell,217 Newell Highway,Gilgandra,New South Wales,-31.703071,148.678646
Coles Express Clarkson,Shell,Marmion Avenue and Pensacola Terrace,Clarkson,Western Australia,-31.691818,115.716022
Shell Bullsbrook,Shell,2539 Great Northern Highway,Bullsbrook,Western Australia,-31.6715809999999,116.031356
Coonamble Roadhouse,Shell,121 Castlereagh Street,Coonamble,New South Wales,-30.961632,148.390561
Shell Boulder,Shell,26 Davis Street,Boulder,Western Australia,-30.77856,121.48905
Coles Express Boulder,Shell,37 Frank Street,Boulder,Western Australia,-30.767419,121.484609
Inverell,7-Eleven Pty Ltd,208 Byron Street,Inverell,New South Wales,-29.7705819999999,151.115503
Coles Express Moree,Shell,2-4 Balo Street,Moree,New South Wales,-29.460726,149.842017
Lightning Ridge Service Statio,Shell,37 Morilla Street,Lightning Ridge,New South Wales,-29.4272169999999,147.97933
Texas,Shell,4 St John Street,Texas,Queensland,-28.852318,151.163187
Shell Wonthella,Shell,115 North West Coastal Highway,Wonthella,Western Australia,-28.768988,114.62428
Aratula Roadhouse,Shell,6776 Cunningham Highway,Aratula,Queensland,-27.983606,152.54538
Coles Express Runaway Bay,Shell,387 Oxley Drive,Runaway Bay,Queensland,-27.91187,153.389291
Cue Roadhouse,Shell,16 Austin Street,Cue,Western Australia,-27.426813,117.894625
Coochin Creek Fruitgrowers Co-op,Shell,35 Simpson Street,Beerwah,Queensland,-26.8561369999999,152.957947
Coles Express Caloundra,Shell,69 Beerburrum Street,Aroona,Queensland,-26.7798529999999,153.125168
Coles Express Kawana,Shell,27 Nicklin Way,Buddina,Queensland,-26.705026,153.130051
Coles Express Mooloolaba,Shell,Cnr Brisbane Road and Foote Street,Mooloolaba,Queensland,-26.683952,153.118032
Shell Buderim ,Shell,2 Lavarack Crescent,Buderim,Queensland,-26.6828229999999,153.065079
Coles Express Nambour Panorama Drive,Shell,589 Nambour Connection Road,Nambour,Queensland,-26.6410959999999,152.962609
Coles Express Meekatharra Roadhouse,Shell,Great Northern Highway,Meekatharra,Western Australia,-26.5982959999999,118.491594
Coles Express Noosa,Shell,49 David Low Way,Noosa Heads,Queensland,-26.398698,153.093536
Coles Express Tewantin,Shell,60 Poinciana Avenue,Tewantin,Queensland,-26.390817,153.034605
Fergusons Roadhouse Tiaro,Shell,2 Mayne Street,Tiaro,Queensland,-25.73229,152.582913
Coles Express Paraburdoo,Shell,Rocklea Road and Camp Road,Paraburdoo,Western Australia,-23.204486,117.671055
Coles Express Tom Price,Shell,Mine Road and Doradeen Road,Tom Price,Western Australia,-22.696583,117.78565
Coles Express Karratha,Shell,Searipple Road and Welcome Road,Karratha,Western Australia,-20.7355259999999,116.849121
Coles Express Dampier,Shell,357-359 Church Road,Dampier,Western Australia,-20.66523,116.707005
Coles Express South Hedland Roadhouse,Shell,Great Northern Highway and Quarry Road,Wedgefield,Western Australia,-20.373686,118.607272
Coles Express Port Hedland,Shell,Lot 2065 Wilson Street,Port Hedland,Western Australia,-20.311595,118.606242
Coles Express Halls Creek,Shell,Great Northern Highway and Roberta Avenue,Halls Creek,Western Australia,-18.224348,127.66661
Coles Express Fitzroy Crossing Roadhouse,Shell,4-6 Forrest Road,Fitzroy Crossing,Western Australia,-18.197896,125.568237
Coles Express Broome,Shell,19 Napier Terrace,Broome,Western Australia,-17.9555769999999,122.241748
Derby Tyre & Exhaust,Shell,46 Clarendon Street,Derby,Western Australia,-17.3054099999999,123.6294
Coles Express Kununurra Roadhouse,Shell,Ivanhoe Road,Kununurra,Western Australia,-15.780652,128.732015
Mobil Robe,7-Eleven Pty Ltd,12 Main Road,Robe,South Australia,-37.16559,139.765188
Shell Milton,Shell,32-36 Princes Highway,Milton,New South Wales,-35.313387,150.433388
BP Tumut,BP,3 Blowering Road,Tumut,New South Wales,-35.311404,148.230715
Independent Tailem Bend,Independent Fuel Supplies,32 Princes Highway,Tailem Bend,South Australia,-35.2633979999999,139.456839
BP Ouyen,BP,Farrell Street,Ouyen,Victoria,-35.0695029999999,142.3186
Independent Ouyen,Independent Fuel Supplies,57 Farrell Street,Ouyen,Victoria,-35.06393,142.318238
Independent Gundagai,Independent Fuel Supplies,258 Sheridan Street,Gundagai,New South Wales,-35.0632239999999,148.100815
Liberty Nairne,Liberty,91 Main Road,Nairne,South Australia,-35.0364509999999,138.913598
Liberty Denmark,Liberty,South Coast Highway and Price Street,Denmark,Western Australia,-34.960899,117.353959
Gull Vasse,Gull,1 Bussell Highway,Vasse,Western Australia,-33.675939,115.250554
Gull East Bunbury,Gull,81-83 King Road,East Bunbury,Western Australia,-33.3360069999999,115.654388
Independent Waroona,Independent Fuel Supplies,501 South Western Highway,Waroona,Western Australia,-32.8357369999999,115.917655
Liberty Pinjarra,Liberty,54-56 George Street,Pinjarra,Western Australia,-32.63111,115.872693
Caltex Furnissdale,Caltex,868 Pinjarra Road,Furnissdale,Western Australia,-32.56719,115.79836
Gull Brookton,Gull,83 Brookton Highway,Brookton,Western Australia,-32.3657939999999,117.009035
Independent Gilgandra,Independent Fuel Supplies,23-27 Castlereagh Street,Gilgandra,New South Wales,-31.715582,148.659654
BP Inverell,BP,176 Otho Street,Inverell,New South Wales,-29.778225,151.115559
Independent Inverell,Independent Fuel Supplies,155 Byron Street,Inverell,New South Wales,-29.7714159999999,151.115415
Caltex Warialda,Caltex,46 Geddes Street,Warialda,New South Wales,-29.542793,150.574912
Potters Petroleum Texas,Potters Petroleum,37 Greenup Street,Texas,Queensland,-28.852403,151.164051
Gull Tarcoola Beach,Gull,Brand Highway and Broadhead Avenue,Tarcoola Beach,Western Australia,-28.802742,114.621032
Shell Mahomets Flats,Shell,Brand Highway and Fortyn Circuit,Mahomets Flats,Western Australia,-28.791215,114.616008
Geraldton ,Caltex,183 Portway,West End,Western Australia,-28.783032938,114.593732691
Geraldton ,Shell,8 Haigh Street,West End,Western Australia,-28.781532233,114.593574819
Caltex,Caltex,388 Oxley Drive,Runaway Bay,Queensland,-27.9120349999999,153.388376
Shell,Shell,387 Oxley Drive,Runaway Bay,Queensland,-27.91183,153.389292
Independent,Independent Fuel Supplies,Bruce Highway,Tinana South,Queensland,-25.5767289999999,152.654949
Independent,Independent Fuel Supplies,180 John Street,Maryborough,Queensland,-25.533015,152.702502
Independent Halls Creek,Independent Fuel Supplies,Duncan Highway and Thomas Street,Halls Creek,Western Australia,-18.2239759999999,127.671175
Peak,Gull,8 Beach Street,Kwinana,Western Australia,-32.2475741759999,115.773216684
Tweed Heads South,7-Eleven Pty Ltd,112 Minjungbal Drive,Coolangatta,Queensland,-28.2077920999999,153.5451981
Caltex ,Caltex,Cnr Reynolds Street and Mason Street,Mareeba,Queensland,-17.0055116619999,145.420294668
Independent Atherton,Independent Fuel Supplies,49 Tolga Road,Atherton,Queensland,-17.255737,145.476082
Shell Atherton,Shell,5 Main Street,Atherton,Queensland,-17.263453,145.476822
Shell Wongaling Beach,Shell,1996 Tully-Mission Beach Road,Wongaling Beach,Queensland,-17.8977889999999,146.092157
Shell Cardwell,Shell,188 Victoria Street,Cardwell,Queensland,-18.258586,146.020416
Independent Burnett Heads,Independent Fuel Supplies,49 Burnett Heads Road,Burnett Heads,Queensland,-24.770301,152.414309
Independent,Independent Fuel Supplies,2 Mulgrave Street,Gin Gin,Queensland,-24.9824429999999,151.950646
Mobil,7-Eleven Pty Ltd,4 Mulgrave Street,Gin Gin,Queensland,-24.9840129999999,151.951371
Ampol Gin Gin,Ampol,28 Mulgrave Street,Gin Gin,Queensland,-24.9894855639999,151.954899951
Independent Childers,Independent Fuel Supplies,148 Churchill Street,Childers,Queensland,-25.2364239999999,152.275192
Mobil,7-Eleven Pty Ltd,85 Main Street,Urraween,Queensland,-25.2884589999999,152.837776
BP Kearneys Spring,BP,823-825 Ruthven Street,Kearneys Spring,Queensland,-27.5887509999999,151.948085
Independent,Independent Fuel Supplies,79 Campbell Street,Millmerran,Queensland,-27.878656,151.269046
Independent,Independent Fuel Supplies,26 Chilcott Street,Inglewood,Queensland,-28.41685,151.078175
Coles Express Innisfail,Shell,159 Edith Street,Innisfail,Queensland,-17.5237279999999,146.019974
Shell East Bundaberg,Shell,15 Scotland Street,Bundaberg East,Queensland,-24.861143,152.365112
Central Driveway,Shell,56 Mulgrave Street,Gin Gin,Queensland,-24.9916469999999,151.957328
Coles Express Childers,Shell,154 Churchill Street,Childers,Queensland,-25.2354319999999,152.274368
Coles Express Hervey Bay,Shell,1 Torquay Road,Pialba,Queensland,-25.2818159999999,152.83956
Coles Express Kingaroy,Shell,117 Youngman Street,Kingaroy,Queensland,-26.537724,151.836264
Nanango ,Shell,28 Henry Street,Nanango,Queensland,-26.671417,152.001662
Coles Express Dalby,Shell,50 Drayton Street,Dalby,Queensland,-27.183298,151.262722
Coles Express Highfields,Shell,10526 New England Highway,Highfields,Queensland,-27.464556,151.952468
Golden Harvest Roadhouse,Shell,Warrego Highway and Boundary Street,Wilsonton,Queensland,-27.536171,151.905631
Coles Express Toowoomba Bridge Street,Shell,278 Bridge Street,Newtown,Queensland,-27.5491509999999,151.935116
Coles Express Toowoomba Margaret Street,Shell,281 Margaret Street,Toowoomba City,Queensland,-27.560235,151.949928
Auto Savings Station,Shell,175 Anzac Avenue,Harristown,Queensland,-27.56985,151.926324
Coles Express Toowoomba Ruthven Street,Shell,348 Alderley Street,Kearneys Spring,Queensland,-27.5851989999999,151.949573
Pittsworth,Shell,1 Murray Street,Pittsworth,Queensland,-27.714059,151.637
Coles Express Tweed Heads,Shell,34-36 Frances Street,Tweed Heads,New South Wales,-28.1739489999999,153.543063
Coles Express Tweed Heads South,Shell,71-73 Minjungbal Drive,Tweed Heads South,New South Wales,-28.194601,153.542004
Coles Express Warwick,Shell,71 Albion Street,Warwick,Queensland,-28.218854,152.034106
Coles Express Hastings Point,Shell,99 Tweed Coast Road,Hastings Point,New South Wales,-28.3691259999999,153.5726
Inglewood ,Shell,101 Albert Street,Inglewood,Queensland,-28.417396965,151.077972943
Coles Express Goondiwindi,Shell,10 McLean Street,Goondiwindi,Queensland,-28.54799,150.307847
Coles Express Boggabilla,Shell,Newell Highway,Boggabilla,New South Wales,-28.6083639999999,150.351087
Stanthorpe ,Shell,57 Maryland Street,Stanthorpe,Queensland,-28.658353,151.933933
Alpine ,Shell,233 Myrtle Street,Myrtleford,Victoria,-36.55646,146.715972
Murray Goulburn Myrtleford,Shell,17 Myrtle Street,Myrtleford,Victoria,-36.568632,146.730056
Mobil Koah,7-Eleven Pty Ltd,2 Koah Road,Koah,Queensland,-16.89463,145.568146
Mobil Gordonvale,7-Eleven Pty Ltd,67 George Street,Gordonvale,Queensland,-17.093183,145.785302
Mobil Tolga,7-Eleven Pty Ltd,26 Lawson Street,Tolga,Queensland,-17.219545,145.480286
Mobil Malanda,BP,Lot 1 Memorial Road,Malanda,Queensland,-17.3597859999999,145.595101
Mobil Miriwinni,7-Eleven Pty Ltd,Lot 2 Bruce Highway,Miriwinni,Queensland,-17.399393,145.908638
Mobil Innisfail,7-Eleven Pty Ltd,149 Edith Street,Innisfail,Queensland,-17.5234599999999,146.02109
Mobil Mourilyan,Independent Fuel Supplies,26 Bruce Highway,Mourilyan,Queensland,-17.582324,146.040841
Mobil Moranbah,7-Eleven Pty Ltd,Cnr Belyando Avenue and Griffin Street,Moranbah,Queensland,-21.999251,148.044937
Mobil Goomeri,7-Eleven Pty Ltd,1 Moore Street,Goomeri,Queensland,-26.186118,152.06854
Mobil Cunninghams Gap,7-Eleven Pty Ltd,Cunningham Highway,Cunninghams Gap,Queensland,-28.0623219999999,152.364425
Mobil Port Kenny,7-Eleven Pty Ltd,Lot 73 Flinders Highway,Port Kenny,South Australia,-33.169661,134.692321
Mobil Myrtleford,7-Eleven Pty Ltd,158 Myrtle Street,Myrtleford,Victoria,-36.560034,146.723343
Mobil Mount Beauty,7-Eleven Pty Ltd,Lot 5 Kiewa Valley Highway,Mount Beauty,Victoria,-36.742646,147.168099
Fraser Coast Fuel Pty Ltd,Caltex,39 Chapel Road,Nikenbah,Queensland,-25.318188,152.804654
Caltex Gordonvale,Caltex,66-68 Riverstone Road,Gordonvale,Queensland,-17.099056,145.780037
Ampol Dimbulah,Ampol,22 Stephens Street,Dimbulah,Queensland,-17.147213,145.105799
Woolworths Caltex Atherton,Caltex,3 Main Street,Atherton,Queensland,-17.263094,145.47699
Caltex Malanda,Caltex,42 James Street,Malanda,Queensland,-17.3517929999999,145.593122
Independent Millaa Millaa,Independent Fuel Supplies,9-11 Main Street,Millaa Millaa,Queensland,-17.511924,145.613238
Caltex Wangan,Caltex,66 Meyer Avenue,Wangan,Queensland,-17.57775,146.006493
Woolworths Caltex Wongaling Beach,Caltex,34-40 Dickinson Street,Wongaling Beach,Queensland,-17.898851,146.092426
Independent Cardwell,7-Eleven Pty Ltd,210 Victoria Street,Cardwell,Queensland,-18.256835,146.018295
Woolworths Caltex Idalia,BP,1 Lakeside Drive,Idalia,Queensland,-19.3158089999999,146.819901
Caltex Calen,BP,5295 Bruce Highway,Calen,Queensland,-20.9034839999999,148.780067
Caltex Glenden,Caltex,Ewan Drive,Glenden,Queensland,-21.3465869999999,148.108261
Caltex Nebo,Caltex,Peak Downs Highway,Nebo,Queensland,-21.683636,148.692618
Caltex Moranbah,Caltex,Cnr Belyando Avenue and Bacon Street,Moranbah,Queensland,-21.9992809999999,148.040447
Caltex Middlemount,Caltex,Centenary Drive North,Middlemount,Queensland,-22.818543,148.71141
Caltex Tieri,Caltex,5 Grasstree Street,Tieri,Queensland,-23.03718,148.345508
Ampol Capella,Independent Fuel Supplies,15 Peak Downs Street,Capella,Queensland,-23.080046,148.021271
Independent Stanwell,Independent Fuel Supplies,Cnr Main and Bower Street,Stanwell,Queensland,-23.4847119999999,150.324884
Independent Bouldercombe,Caltex,52640 Burnett Highway,Bouldercombe,Queensland,-23.5608809999999,150.473862
Independent Mount Morgan,Independent Fuel Supplies,Central Street and Dee Street,Mount Morgan,Queensland,-23.64435,150.38712
Caltex Bororen,Caltex,2 Marshall Street,Bororen,Queensland,-24.241613,151.495003
Independent Avondale,Independent Fuel Supplies,2181 Rosedale Road,Avondale,Queensland,-24.7522299999999,152.134239
Independent Burnett Heads,Caltex,Lot 3 Powers Street,Burnett Heads,Queensland,-24.7710329999999,152.382675
Caltex Bundaberg East,Caltex,2 Kendall Street,Bundaberg East,Queensland,-24.8632719999999,152.358833
Caltex Bundaberg,Caltex,257-259 Bourbong Street,Bundaberg West,Queensland,-24.8683849999999,152.338916
Woolworths Caltex Bundaberg West,Caltex,38 Barolin Street,Bundaberg Central,Queensland,-24.871364,152.350967
Caltex Bundaberg South,Caltex,143A Targo Street,Bundaberg South,Queensland,-24.878294,152.354874
Woolworths Caltex Bundaberg,Caltex,59 Takalvan Street,Millbank,Queensland,-24.878634,152.328323
Caltex Bundaberg,Caltex,278 Goodwood Road,Thabeban,Queensland,-24.8991369999999,152.364273
Caltex Apple Tree Creek,Caltex,Bruce Highway,Apple Tree Creek,Queensland,-25.21403,152.233475
Woolworths Caltex Childers,Caltex,109 Churchill Street,Childers,Queensland,-25.232456,152.271156
Caltex Childers,Caltex,28677 Bruce Highway,Childers,Queensland,-25.239927,152.289688
Caltex Hervey Bay,Caltex,115-119 Boat Harbour Drive,Hervey Bay,Queensland,-25.287658,152.831733
Woolworths Caltex Urangan,Caltex,Lot 2 Elizabeth Street,Urangan,Queensland,-25.2930469999999,152.893714
Caltex Urangan,Caltex,1571-1573 Booral Road,Urangan,Queensland,-25.305831,152.889594
Independent Torbanlea,Caltex,18 Robertson Street,Torbanlea,Queensland,-25.3473979999999,152.597091
Caltex Maryborough North,Caltex,Cnr Bruce Highway and Quarry Road,Maryborough North,Queensland,-25.487067,152.664157
Caltex Gayndah,Caltex,11 Dalgangal Road,Gayndah,Queensland,-25.6198459999999,151.60893
Caltex Wandoan,Caltex,30 Jerrard Street,Wandoan,Queensland,-26.1228399999999,149.958964
Independent Murgon,Independent Fuel Supplies,92 Macalister Street,Murgon,Queensland,-26.2422579999999,151.943093
Ampol Durong,Independent Fuel Supplies,Chinchilla Highway,Durong,Queensland,-26.395382,151.243806
Woolworths Caltex Kingaroy,Caltex,91 Youngman Street,Kingaroy,Queensland,-26.541196,151.83562
Caltex Kingaroy,Caltex,91-93 Kingaroy Street,Kingaroy,Queensland,-26.54463,151.838238
Caltex Nanango,Caltex,19 Henry Street,Nanango,Queensland,-26.6734279999999,152.000774
Caltex Chinchilla,Caltex,Lot 11 Chinchilla Street,Chinchilla,Queensland,-26.7362459999999,150.624275
Independent Yarraman,Shell,31 Toomey Street,Yarraman,Queensland,-26.842091,151.981553
